Incident_DRUG_TYPE_0,Incident_DRUG_TYPE_1,Incident_DRUG_TYPE_10,Incident_DRUG_TYPE_11,Incident_DRUG_TYPE_12,Incident_DRUG_TYPE_13,Incident_DRUG_TYPE_14,Incident_DRUG_TYPE_15,Incident_DRUG_TYPE_16,Incident_DRUG_TYPE_17,Incident_DRUG_TYPE_18,Incident_DRUG_TYPE_2,Incident_DRUG_TYPE_3,Incident_DRUG_TYPE_4,Incident_DRUG_TYPE_5,Incident_DRUG_TYPE_6,Incident_DRUG_TYPE_7,Incident_DRUG_TYPE_8,Incident_DRUG_TYPE_9,Incident_PRIMARY_DIAGNOSIS,Incident_SYMPTOM_TYPE_0,Incident_SYMPTOM_TYPE_1,Incident_SYMPTOM_TYPE_10,Incident_SYMPTOM_TYPE_11,Incident_SYMPTOM_TYPE_12,Incident_SYMPTOM_TYPE_13,Incident_SYMPTOM_TYPE_14,Incident_SYMPTOM_TYPE_15,Incident_SYMPTOM_TYPE_16,Incident_SYMPTOM_TYPE_17,Incident_SYMPTOM_TYPE_18,Incident_SYMPTOM_TYPE_19,Incident_SYMPTOM_TYPE_2,Incident_SYMPTOM_TYPE_20,Incident_SYMPTOM_TYPE_21,Incident_SYMPTOM_TYPE_22,Incident_SYMPTOM_TYPE_23,Incident_SYMPTOM_TYPE_24,Incident_SYMPTOM_TYPE_25,Incident_SYMPTOM_TYPE_26,Incident_SYMPTOM_TYPE_27,Incident_SYMPTOM_TYPE_28,Incident_SYMPTOM_TYPE_29,Incident_SYMPTOM_TYPE_3,Incident_SYMPTOM_TYPE_4,Incident_SYMPTOM_TYPE_5,Incident_SYMPTOM_TYPE_6,Incident_SYMPTOM_TYPE_7,Incident_SYMPTOM_TYPE_8,Incident_SYMPTOM_TYPE_9,Incident_TARGET DRUG,Incident_TEST_TYPE_0,Incident_TEST_TYPE_1,Incident_TEST_TYPE_2,Incident_TEST_TYPE_3,Incident_TEST_TYPE_4,Incident_TEST_TYPE_5
2,29,0,0,0,0,0,0,0,0,0,1,0,0,0,21,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0
24,0,0,4,0,0,0,0,0,0,0,1,0,0,0,13,6,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,8,0,0,0,0
18,22,0,0,0,0,0,0,0,0,0,4,7,0,0,40,2,6,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
16,19,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,13,0,0,0,0,0,0,0,0,0,1,0,2,1,21,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,12,0,0,0,1,0,0,0,20,0,0,2,22,44,2,1,9,5,0,0,1,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,4,33,0,0,0,0
10,0,0,2,0,0,0,0,0,0,0,0,0,0,10,10,8,16,6,31,2,0,0,1,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,2,16,0,0,0,0
2,27,0,0,0,0,0,0,0,0,0,22,0,0,0,64,5,0,0,7,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
18,12,0,0,0,0,0,1,0,0,0,4,0,1,8,9,9,6,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,2,2,0,0,0,0,0,0,0,0,22,24,0,1,4,5,12,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,35,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,21,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,23,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0
9,19,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,38,0,0,0,0,0,0,0,0,0,4,16,0,7,11,8,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,57,0,0,0,0,0,0,0,0,0,9,0,0,0,2,16,8,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,0,0,0
5,34,0,4,3,0,0,0,0,0,0,4,10,0,5,27,4,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3,1,0,0,0
21,11,0,1,0,0,0,0,0,0,0,0,0,7,0,10,6,8,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2,34,0,5,0,0,0,0,0,0,0,1,34,0,24,40,7,0,0,9,11,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,31,0,0,0,0
7,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,8,2,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,2,0,1,0,0
2,0,0,0,0,0,0,0,0,0,0,4,6,0,0,46,4,0,0,6,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,28,0,0,0,0,0,2,0,0,0,8,0,4,1,0,2,3,13,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
12,53,0,0,0,0,0,0,0,0,0,1,0,1,7,35,6,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,17,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,35,0,0,0,0,0,0,0,0,0,6,16,0,0,20,19,3,1,75,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,1,6,0,0,0,0
22,68,0,1,0,7,23,0,0,0,0,6,42,0,0,7,13,17,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,1,0,0,0
12,37,0,0,0,0,0,0,0,0,0,3,1,1,5,20,14,3,0,12,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,11,2,0,7,0
2,29,0,2,0,0,0,0,0,0,0,9,0,0,1,30,12,3,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,16,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,13,0,0,7,5,6,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
4,21,0,0,0,0,0,0,0,0,0,7,20,0,0,26,3,2,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6,6,0,3,0,0,0,0,0,0,0,6,0,0,0,18,12,0,0,9,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,0,0,1,3,0,0,0,0
7,9,0,0,0,0,0,2,0,0,0,3,0,0,0,6,11,7,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
13,12,0,4,0,0,0,0,0,0,0,18,3,0,0,23,8,0,4,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,10,8,1,0,0,0
8,8,0,0,0,0,0,0,0,0,0,9,0,0,15,49,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,6,0,10,0,0,0,0,0,0,0,39,5,0,3,9,30,0,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0
13,66,0,2,0,0,0,0,0,0,0,21,36,0,1,59,13,0,6,21,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,4,0,0,0,0
2,13,0,0,0,0,0,0,0,0,0,18,1,0,3,20,32,0,0,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,56,3,0,0,0,0,0,0,0,0,1,9,0,0,23,11,17,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
20,45,0,0,0,0,0,0,0,0,0,2,0,0,0,0,32,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
8,30,0,0,0,0,0,0,0,0,0,3,0,1,0,23,2,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
7,2,0,0,0,0,0,0,0,0,0,6,0,0,6,0,8,18,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
8,1,0,2,0,0,0,0,0,0,0,2,0,0,4,0,9,12,0,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,11,0,0,1,0
10,14,0,0,0,0,0,0,0,0,0,9,0,0,0,18,14,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,95,0,0,0,0,0,0,0,0,0,5,0,0,8,85,2,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,1,0,0,0,0,0,0,0,0,2,0,1,2,2,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,2,2,0,1,0,0,8,1,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,37,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,6,0,1,0,0,0,0,0,0,0,11,1,0,1,49,16,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,8,0,0,0,0
20,50,0,0,0,0,0,0,0,0,0,7,0,0,1,0,7,27,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
32,2,0,2,0,0,0,0,0,0,0,11,17,0,0,41,9,0,8,26,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,5,0,0,0,0
1,47,0,4,0,0,0,0,0,0,0,10,0,0,1,27,18,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
3,33,0,0,0,0,0,0,0,0,0,2,0,0,0,4,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,21,0,1,0,0,0,0,0,0,0,0,0,0,2,21,8,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
14,5,0,2,0,0,0,0,0,0,0,14,0,0,11,62,16,11,1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0
10,11,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,9,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,2,0,0,0,0
7,10,0,1,0,0,0,0,0,0,0,11,1,0,0,12,7,0,1,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
5,5,0,1,0,0,0,0,0,0,0,3,8,0,0,5,7,5,4,9,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,0,0,0,5,0,0,0,0,0,2,1,0,0,27,3,0,4,8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0
7,1,0,0,0,0,0,0,0,0,0,3,0,0,0,35,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
8,50,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,64,0,0,0,0,0,0,0,0,0,26,5,0,2,170,8,2,27,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0
16,14,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,17,0,0,0,0,0,0,0,0,0,2,0,0,0,19,4,21,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
15,20,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,0,1,85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,4,0,1,0,0
13,0,0,1,0,0,0,0,0,0,0,6,17,0,7,0,8,41,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0
3,26,0,0,0,0,0,0,0,0,0,2,0,0,1,0,6,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,33,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,19,0,1,0,0,0,0,1,0,0,9,0,0,0,17,9,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1,22,0,0,0,0,0,0,0,0,0,19,20,0,0,32,4,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,21,0,0,0,0,0,0,0,0,0,18,5,0,3,12,6,6,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
5,7,0,0,0,0,0,0,0,0,0,5,22,0,0,17,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,4,0,0,0,0
6,0,0,0,0,4,0,0,0,0,0,6,0,0,19,43,4,3,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,0,0,1,0,0,0,0,0,1,0,6,0,1,3,0,5,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
13,26,0,0,0,0,0,0,0,0,0,2,0,0,1,9,4,2,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0
7,19,0,0,0,0,0,0,0,0,0,6,0,0,0,36,12,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,17,0,0,0,0,0,1,1,0,0,13,0,6,2,0,5,17,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,16,0,4,4,0,0,0,0,0,0,10,4,0,2,39,15,0,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,4,0,0,0
22,34,0,0,0,0,0,0,0,0,0,16,24,1,3,33,3,0,0,10,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
14,49,0,0,0,0,0,0,0,0,0,9,2,0,0,45,3,0,2,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
4,19,0,1,0,0,0,0,0,0,0,6,0,0,0,11,3,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,44,0,4,0,0,0,0,1,0,0,16,4,0,0,0,3,58,2,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0
11,44,0,7,0,0,0,0,0,0,0,9,0,1,0,47,14,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,3,0,0,0,0
8,46,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,19,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0
9,42,0,5,0,0,0,0,0,0,0,0,0,0,17,28,5,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,4,0,0,0,0
24,5,0,0,0,0,0,0,0,0,0,3,11,0,0,9,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,21,0,0,0,0,0,0,0,0,0,1,0,0,0,17,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,41,0,1,0,0,0,0,0,0,0,6,0,0,10,0,2,33,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0
2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
26,15,0,0,0,0,0,0,0,0,0,12,0,0,5,19,1,0,7,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,18,0,0,0,0,0,0,0,0,0,8,0,0,3,12,21,16,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
4,6,0,0,0,0,0,0,0,0,0,5,0,0,2,15,8,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,20,10,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0
25,62,0,0,0,0,2,0,0,0,0,11,0,0,10,64,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0
66,33,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,53,0,2,0,0,0,0,0,0,0,8,0,0,1,41,16,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
5,21,0,1,0,0,0,0,0,0,0,7,0,2,0,22,3,0,0,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0
9,4,0,0,0,0,0,0,0,0,0,6,3,0,9,9,0,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0
27,42,0,7,0,0,0,0,0,0,0,28,0,0,6,28,19,22,17,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,0,4,21,0,0,0,0
4,62,0,0,0,0,0,0,0,0,0,2,7,0,0,1,2,8,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,52,0,0,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,3,2,1,0,0,0,0,0,0,0,12,0,0,0,30,9,1,0,10,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,0
7,31,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,35,6,0,0,47,3,0,19,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0
11,12,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,17,0,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,10,5,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,35,0,0,0,0,0,0,0,0,0,5,0,1,1,20,6,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
9,12,0,0,0,0,0,0,0,0,0,3,0,0,0,32,10,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8,0,0,2,0,0,0,0,0,0,0,3,0,0,5,11,5,7,0,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0
3,6,0,0,0,0,0,0,0,0,0,3,1,0,2,25,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,64,0,0,0,0,0,0,0,0,0,6,89,0,18,35,67,8,0,101,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,3,0,0,0,0
3,29,0,0,0,0,0,0,0,0,0,0,22,0,0,61,2,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
